黑客帝国,安迪·沃卓斯基 Andy Wachowski / 拉娜·沃卓斯基 Lana Wachowski,1999,9.1,828019
教父2,弗朗西斯·福特·科波拉 Francis Ford Coppola,1974,9.3,544613
狮子王,Roger Allers / 罗伯·明可夫 Rob Minkoff,1994,9.1,827898
辩护人,杨宇硕 Woo-seok Yang,2013,9.2,583116
饮食男女,李安 Ang Lee,1994,9.2,612896
搏击俱乐部,大卫·芬奇 David Fincher,1999,9.0,836326
美丽心灵,朗·霍华德 Ron Howard,2001,9.1,760459
本杰明·巴顿奇事,大卫·芬奇 David Fincher,2008,9.0,970784
穿条纹睡衣的男孩,马克·赫尔曼 Mark Herman,2008,9.2,556111
窃听风暴,弗洛里安·亨克尔·冯·多纳斯马尔克 Florian Henckel von Donnersmarck,2006,9.2,558114
情书,岩井俊二 Shunji Iwai,1995,8.9,1097731
两杆大烟枪,Guy Ritchie,1998,9.1,588832
西西里的美丽传说,朱塞佩·托纳多雷 Giuseppe Tornatore,2000,8.9,964302
音乐之声,罗伯特·怀斯 Robert Wise,1965,9.1,594026
看不见的客人,奥里奥尔·保罗 Oriol Paulo,2016,8.8,1240850
阿凡达,詹姆斯·卡梅隆 James Cameron,2009,8.8,1405553
拯救大兵瑞恩,史蒂文·斯皮尔伯格 Steven Spielberg,1998,9.1,639133
小鞋子,马基德·马基迪 Majid Majidi,1997,9.2,406221
飞越疯人院,米洛斯·福尔曼 Miloš Forman,1975,9.1,540371
哈利·波特与死亡圣器(下),大卫·叶茨 David Yates,2011,9.0,818736
沉默的羔羊,乔纳森·戴米 Jonathan Demme,1991,8.9,876798
布达佩斯大饭店,韦斯·安德森 Wes Anderson,2014,8.9,917317
禁闭岛,Martin Scorsese,2010,8.9,961359
蝴蝶效应,埃里克·布雷斯 Eric Bress / J·麦基·格鲁伯 J. Mackye Gruber,2004,8.9,924859
致命魔术,克里斯托弗·诺兰 Christopher Nolan,2006,8.9,845612
功夫,周星驰 Stephen Chow,2004,8.8,1110819
心灵捕手,格斯·范·桑特 Gus Van Sant,1997,8.9,702976
海豚湾,路易·西霍尤斯 Louie Psihoyos,2009,9.3,354282
哈利·波特与阿兹卡班的囚徒,Alfonso Cuarón,2004,8.9,715171
低俗小说,昆汀·塔伦蒂诺 Quentin Tarantino,1994,8.9,823761
春光乍泄,王家卫 Kar Wai Wong,1997,9.0,625143
美国往事,赛尔乔·莱翁内 Sergio Leone,1984,9.2,406819
摩登时代,查理·卓别林 Charles Chaplin,1936,9.3,296598
超脱,托尼·凯耶 Tony Kaye,2011,9.0,587942
喜剧之王,周星驰 Stephen Chow / 李力持 Lik-Chi Lee,1999,8.8,957621
致命ID,詹姆斯·曼高德 James Mangold,2003,8.9,812312
杀人回忆,奉俊昊 Joon-ho Bong,2003,8.9,702206
七宗罪,大卫·芬奇 David Fincher,1995,8.8,932327
红辣椒,今敏 Satoshi Kon,2006,9.1,455661
加勒比海盗,戈尔·维宾斯基 Gore Verbinski,2003,8.8,846519
哈利·波特与密室,Chris Columbus,2002,8.8,742664
狩猎,托马斯·温特伯格 Thomas Vinterberg,2012,9.1,384088
一一,杨德昌 Edward Yang,2000,9.1,386220
7号房的礼物,李焕庆 Hwan-kyeong Lee,2013,8.9,550761
被嫌弃的松子的一生,中岛哲也 Tetsuya Nakashima,2006,8.9,696689
唐伯虎点秋香,李力持 Lik-Chi Lee,1993,8.7,1064693
请以你的名字呼唤我,卢卡·瓜达尼诺 Luca Guadagnino,2017,8.9,712263
断背山,李安 Ang Lee,2005,8.8,700348
剪刀手爱德华,蒂姆·波顿 Tim Burton,1990,8.7,1024805
入殓师,泷田洋二郎 Yôjirô Takita,2008,8.9,657044
爱在黎明破晓前,理查德·林克莱特 Richard Linklater,1995,8.8,672449
勇敢的心,梅尔·吉布森 Mel Gibson,1995,8.9,554532
第六感,M·奈特·沙马兰 M. Night Shyamalan,1999,8.9,548937
重庆森林,王家卫 Kar Wai Wong,1994,8.8,800132
蝙蝠侠：黑暗骑士崛起,克里斯托弗·诺兰 Christopher Nolan,2012,8.8,709562
幽灵公主,宫崎骏 Hayao Miyazaki,1997,8.9,517037
超能陆战队,唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams,2014,8.7,998156
爱在日落黄昏时,理查德·林克莱特 Richard Linklater,2004,8.9,551757
菊次郎的夏天,北野武 Takeshi Kitano,1999,8.9,588060
甜蜜蜜,陈可辛 Peter Chan,1996,8.9,543101
天使爱美丽,让-皮埃尔·热内 Jean-Pierre Jeunet,2001,8.7,948573
阳光灿烂的日子,姜文 Wen Jiang,1994,8.9,607508
小森林 夏秋篇,森淳一 Junichi Mori,2014,9.0,420819
借东西的小人阿莉埃蒂,米林宏昌 Hiromasa Yonebayashi,2010,8.9,545684
完美的世界,克林特·伊斯特伍德 Clint Eastwood,1993,9.1,310591
无人知晓,是枝裕和 Hirokazu Koreeda,2004,9.1,314565
消失的爱人,大卫·芬奇 David Fincher,2014,8.7,921518
倩女幽魂,程小东 Siu-Tung Ching,1987,8.8,728480
寄生虫,奉俊昊 Joon-ho Bong,2019,8.8,1352290
时空恋旅人,理查德·柯蒂斯 Richard Curtis,2013,8.8,657582
侧耳倾听,近藤喜文 Yoshifumi Kondo,1995,8.9,456407
小森林 冬春篇,森淳一 Junichi Mori,2015,9.0,375632
幸福终点站,史蒂文·斯皮尔伯格 Steven Spielberg,2004,8.8,562008
驯龙高手,迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders,2010,8.8,746793
教父3,弗朗西斯·福特·科波拉 Francis Ford Coppola,1990,9.0,368640
一个叫欧维的男人决定去死,汉内斯·赫尔姆 Hannes Holm,2015,8.9,472088
未麻的部屋,今敏 Satoshi Kon,1997,9.1,326335
萤火之森,大森贵弘 Takahiro Omori,2011,8.9,530927
怪兽电力公司,彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman,2001,8.8,660102
哈利·波特与火焰杯,迈克·内威尔 Mike Newell,2005,8.8,647658
玩具总动员3,李·昂克里奇 Lee Unkrich,2010,8.9,507477
傲慢与偏见,乔·怀特 Joe Wright,2005,8.7,788100
新世界,朴勋政 Hoon-jung Park,2013,8.9,425672
釜山行,延尚昊 Sang-ho Yeon,2016,8.6,1183907
神偷奶爸,皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud,2010,8.7,936911
被解救的姜戈,昆汀·塔伦蒂诺 Quentin Tarantino,2012,8.8,601131
玛丽和马克思,亚当·艾略特 Adam Elliot,2009,9.0,418627
告白,中岛哲也 Tetsuya Nakashima,2010,8.8,665273
大鱼,蒂姆·波顿 Tim Burton,2003,8.8,562780
哪吒闹海,王树忱 Shuchen Wang / 严定宪 Dingxian Yan,1979,9.2,255527
射雕英雄传之东成西就,刘镇伟 Jeffrey Lau,1993,8.7,629187
喜宴,李安 Ang Lee,1993,9.0,356708
头号玩家,史蒂文·斯皮尔伯格 Steven Spielberg,2018,8.7,1351956
模仿游戏,莫滕·泰杜姆 Morten Tyldum,2014,8.8,638337
阳光姐妹淘,姜炯哲 Hyeong-Cheol Kang,2011,8.8,585659
我是山姆,杰茜·尼尔森 Jessie Nelson,2001,9.0,333726
茶馆,谢添 Tian Xie,1982(中国大陆),9.6,139992
九品芝麻官,王晶 Jing Wong,1994,8.7,666460
花样年华,王家卫 Kar Wai Wong,2000,8.7,598431
恐怖直播,金秉祐 Byeong-woo Kim,2013,8.7,644062
血战钢锯岭,梅尔·吉布森 Mel Gibson,2016,8.7,775053
色，戒,李安 Ang Lee,2007,8.7,792940
七武士,黑泽明 Akira Kurosawa,1954,9.3,195129
头脑特工队,彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen,2015,8.8,602205
惊魂记,阿尔弗雷德·希区柯克 Alfred Hitchcock,1960,9.0,288059
黑客帝国3：矩阵革命,拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski,2003,8.8,441729
你的名字。,新海诚 Makoto Shinkai,2016,8.5,1389732
电锯惊魂,詹姆斯·温 James Wan,2004,8.8,524731
三块广告牌,马丁·麦克唐纳 Martin McDonagh,2017,8.7,811424
达拉斯买家俱乐部,让-马克·瓦雷 Jean-Marc Vallée,2013,8.8,447147
疯狂原始人,科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders,2013,8.7,828914
心迷宫,忻钰坤 Yukun Xin,2014,8.7,513247
谍影重重3,保罗·格林格拉斯 Paul Greengrass,2007,8.8,412889
上帝之城,费尔南多·梅里尔斯 Fernando Meirelles / 卡迪亚·兰德 Kátia Lund,2002,9.0,298524
英雄本色,吴宇森 John Woo,1986,8.6,532720
卢旺达饭店,特瑞·乔治 Terry George,2004,8.9,325752
纵横四海,吴宇森 John Woo,1991,8.8,419745
风之谷,宫崎骏 Hayao Miyazaki,1984,8.9,350467
海街日记,是枝裕和 Hirokazu Koreeda,2015,8.8,441837
爱在午夜降临前,理查德·林克莱特 Richard Linklater,2013,8.9,395725
绿里奇迹,弗兰克·德拉邦特 Frank Darabont,1999,8.9,324518
记忆碎片,克里斯托弗·诺兰 Christopher Nolan,2000,8.7,593472
岁月神偷,罗启锐 Alex Law,2010,8.7,569649
忠犬八公物语,神山征二郎 Seijirô Kôyama,1987,9.2,193370
疯狂的石头,宁浩 Hao Ning,2006,8.6,809910
荒蛮故事,达米安·斯兹弗隆 Damián Szifron,2014,8.8,438146
雨中曲,斯坦利·多南 Stanley Donen / 吉恩·凯利 Gene Kelly,1952,9.1,221436
小偷家族,是枝裕和 Hirokazu Koreeda,2018,8.7,804217
2001太空漫游,斯坦利·库布里克 Stanley Kubrick,1968,8.9,321910
爆裂鼓手,达米恩·查泽雷 Damien Chazelle,2014,8.7,580425
小丑,托德·菲利普斯 Todd Phillips,2019,8.7,992143
背靠背，脸对脸,黄建新 Jianxin Huang / 杨亚洲 Yazhou Yang,1994,9.5,129200
无敌破坏王,瑞奇·莫尔 Rich Moore,2012,8.7,529875
无间道2,刘伟强 / 麦兆辉,2003,8.7,470178
贫民窟的百万富翁,丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan,2008,8.6,737629
冰川时代,卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge,2002,8.6,605053
东邪西毒,王家卫 Kar Wai Wong,1994,8.6,570613
心灵奇旅,彼特·道格特 Pete Docter / 凯普·鲍尔斯 Kemp Powers,2020,8.7,963712
恐怖游轮,克里斯托弗·史密斯 Christopher Smith,2009,8.5,848834
牯岭街少年杀人事件,杨德昌 Edward Yang,1991,8.9,294452
遗愿清单,罗伯·莱纳 Rob Reiner,2007,8.7,453368
魔女宅急便,宫崎骏 Hayao Miyazaki,1989,8.7,453087
真爱至上,理查德·柯蒂斯 Richard Curtis,2003,8.6,725183
你看起来好像很好吃,藤森雅也 Masaya Fujimori,2010,8.9,329089
东京教父,今敏 Satoshi Kon,2003,9.0,225097
大佛普拉斯,黄信尧 Hsin-yao Huang,2017,8.7,447508
黑天鹅,达伦·阿罗诺夫斯基 Darren Aronofsky,2010,8.6,772296
可可西里,陆川 Chuan Lu,2004,8.9,299485
城市之光,Charles Chaplin,1931,9.3,143834
源代码,邓肯·琼斯 Duncan Jones,2011,8.5,824861
雨人,巴瑞·莱文森 Barry Levinson,1988,8.7,399167
恋恋笔记本,尼克·卡索维茨 Nick Cassavetes,2004,8.5,661683
海边的曼彻斯特,肯尼斯·罗纳根 Kenneth Lonergan,2016,8.6,527688
初恋这件小事,普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...<br>
                            2010,2001,8.7,439544
波西米亚狂想曲,布莱恩·辛格 Bryan Singer,2018,8.6,595285
虎口脱险,杰拉尔·乌里 Gérard Oury,1966,8.9,253249
青蛇,徐克 Hark Tsui,1993,8.6,519149
终结者2：审判日,詹姆斯·卡梅隆 James Cameron,1991,8.8,337608
罗生门,黑泽明 Akira Kurosawa,1950,8.8,310038
疯狂的麦克斯4：狂暴之路,乔治·米勒 George Miller,2015,8.7,522055
萤火虫之墓,高畑勋 Isao Takahata,1988,8.7,401193
新龙门客栈,李惠民 Raymond Lee,1992,8.7,437979
千钧一发,安德鲁·尼科尔 Andrew Niccol,1997,8.8,293070
无耻混蛋,昆汀·塔伦蒂诺 Quentin Tarantino,2009,8.6,470084
崖上的波妞,宫崎骏 Hayao Miyazaki,2008,8.6,487946
末路狂花,雷德利·斯科特 Ridley Scott,1991,8.9,248271
奇迹男孩,斯蒂芬·卓博斯基 Stephen Chbosky,2017,8.6,545893
彗星来的那一夜,詹姆斯·沃德·布柯特 James Ward Byrkit,2013,8.6,569455
二十二,郭柯 Ke Guo,2015,8.7,288816
黑客帝国2：重装上阵,拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski,2003,8.7,401172
花束般的恋爱,土井裕泰 Nobuhiro Doi,2021,8.6,603257
爱乐之城,达米恩·查泽雷 Damien Chazelle,2016,8.4,881146
血钻,爱德华·兹威克 Edward Zwick,2006,8.7,375069
房间,伦尼·阿伯拉罕森 Lenny Abrahamson,2015,8.8,364726
战争之王,安德鲁·尼科尔 Andrew Niccol,2005,8.7,363564
步履不停,是枝裕和 Hirokazu Koreeda,2008,8.8,275651
魂断蓝桥,茂文·勒鲁瓦 Mervyn LeRoy,1940,8.8,274910
芙蓉镇,谢晋 Jin Xie,1987,9.3,132428
火星救援,雷德利·斯科特 Ridley Scott,2015,8.5,716008
哈利·波特与死亡圣器(上),大卫·叶茨 David Yates,2010,8.5,562975
千年女优,今敏 Satoshi Kon,2001,8.8,262111
谍影重重2,保罗·格林格拉斯 Paul Greengrass,2004,8.7,347449
阿飞正传,王家卫 Kar Wai Wong,1990,8.5,504663
弱点,约翰·李·汉考克 John Lee Hancock,2009,8.7,302523
燃情岁月,爱德华·兹威克 Edward Zwick,1994,8.8,283028
谍影重重,道格·里曼 Doug Liman,2002,8.6,419822
朗读者,史蒂芬·戴德利 Stephen Daldry,2008,8.6,449478
再次出发之纽约遇见你,约翰·卡尼 John Carney,2013,8.6,422001
哈利·波特与凤凰社,大卫·叶茨 David Yates,2007,8.5,555471
白日梦想家,本·斯蒂勒 Ben Stiller,2013,8.6,461553
香水,汤姆·提克威 Tom Tykwer,2006,8.5,538552
穿越时空的少女,细田守 Mamoru Hosoda,2006,8.6,377581
海洋,雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud,2009,9.1,155421
